# number of KF, number of MP, UpdateLM[ms], SearchLP[ms], PoseOpt[ms]
66,3388,1.908489,4.072307,10.265197
65,3398,2.115028,3.597764,9.864238
66,3441,2.151017,4.345549,10.467963
66,3451,2.700053,3.765044,10.305546
67,3432,2.156819,3.621623,10.259702
63,3385,2.215292,3.823669,9.873776
66,3411,2.026575,4.024330,9.826037
66,3411,1.896818,3.948596,9.476506
65,3377,1.885778,3.568278,9.616607
66,3378,1.847878,3.683972,9.488729
67,3401,1.772976,3.434829,8.518553
67,3401,1.685512,3.347188,9.240979
65,3365,1.678614,3.101909,8.758318
66,3435,1.740143,3.234450,10.096247
68,3457,1.762088,3.358916,9.324217
65,3412,1.516381,2.950087,9.027887
63,3394,1.678093,2.924599,8.219243
63,3394,1.653241,2.999394,8.425784
64,3412,1.707326,2.938243,7.829746
64,3412,1.698266,2.822576,7.816508
65,3435,1.571637,2.807637,6.444765
64,3431,1.492000,2.752282,7.453316
65,3405,1.569030,2.799541,7.034520
67,3557,1.939813,3.351983,8.983155
73,3525,2.147548,3.690666,7.956411
71,3499,1.758627,3.558418,7.986243
69,3462,1.866001,3.910160,8.217444
77,3537,1.826562,3.812085,8.382169
74,3531,1.846881,3.827209,8.088469
74,3531,1.724067,3.744760,7.778447
73,3506,1.897835,3.830259,6.644992
75,3509,1.641636,4.267283,7.849623
74,3502,1.673200,3.701391,7.193351
75,3523,1.580484,3.917096,7.939735
75,3494,1.672821,3.804881,7.991022
75,3483,1.644126,3.741808,7.147575
75,3483,1.632537,3.605580,7.286060
76,3495,1.809358,3.745322,7.453374
74,3494,1.865947,3.698776,7.462373
75,3500,1.803035,3.946043,6.901910
79,3507,1.639156,3.791277,5.829336
78,3506,1.657483,3.867899,7.485706
76,3506,1.679515,3.792168,6.901633
77,3537,1.581807,4.120795,8.255177
80,3519,1.695789,4.333091,7.510781
80,3501,1.579326,3.944009,7.184030
82,3501,1.742306,4.065358,8.015202
81,3501,1.847998,4.222757,8.045749
81,3501,1.892506,4.156639,8.044899
81,3501,1.854684,3.910906,7.144322
81,3500,1.686238,4.165202,6.646985
81,3500,1.735493,3.965985,7.608796
80,3479,1.725945,4.001679,7.341258
81,3487,1.740082,4.010322,7.652213
81,3490,1.686218,3.647903,7.940618
81,3473,1.720799,3.624240,7.381288
81,3473,1.819693,3.571154,7.890941
81,3473,1.833847,3.371439,7.787574
81,3473,1.843765,3.436488,7.314932
81,3473,1.756408,3.252766,7.335685
81,3471,1.721028,3.126304,6.673011
81,3471,1.632917,2.975512,7.281255
80,3458,1.665617,3.139592,7.002388
77,3574,1.652193,2.947098,8.620812
79,3492,1.626467,3.269776,7.547202
76,3485,1.691490,2.639473,7.163476
76,3485,1.690501,3.260686,7.226457
76,3485,1.620768,2.737511,7.247713
75,3485,1.593995,2.692270,7.145170
75,3485,1.573012,2.666330,5.646447
76,3485,1.474425,2.645056,7.068524
76,3485,1.542247,2.506717,6.367372
77,3582,1.734175,3.098651,6.882919
76,3528,1.445411,2.489540,5.901323
75,3526,1.469804,2.575375,6.242280
74,3526,1.565608,2.882545,6.419530
74,3526,1.537630,2.713731,5.904018
72,3520,1.502949,2.658077,6.303738
76,3527,1.543012,2.651540,5.893083
73,3525,1.422614,2.575690,6.170784
69,3492,1.344762,2.389403,5.656471
72,3575,1.374052,2.549793,6.691686
74,3571,1.397360,2.510323,6.635068
72,3558,1.532729,2.598414,5.966624
72,3558,1.472314,2.515069,6.267468
72,3554,1.415424,2.443928,6.234914
70,3543,1.385905,2.166487,5.791081
70,3541,1.436193,2.394524,4.631917
70,3541,1.399362,2.152647,5.679586
69,3530,1.237628,1.972464,4.967455
69,3652,1.237989,2.306866,6.629456
70,3603,1.251690,2.005410,5.836188
80,3633,1.398301,2.091532,5.614917
79,3628,1.432928,2.176347,5.649063
64,3564,1.213101,2.055360,5.521709
78,3633,1.441527,2.035369,5.663693
77,3626,1.625987,2.512410,4.388009
77,3626,1.351207,2.042851,5.319374
74,3607,1.324724,2.104551,5.573673
78,3612,1.319635,2.134160,4.710259
75,3566,1.320949,2.296447,5.415333
77,3611,1.317075,2.341636,6.090564
80,3594,1.542131,2.570433,6.195600
79,3594,1.707477,2.895993,6.985686
80,3594,1.687839,3.130073,6.888240
77,3591,1.622017,3.143124,7.161255
71,3582,1.433756,3.249513,6.905701
74,3585,1.546073,3.245441,8.193217
71,3583,1.469609,2.978124,7.681076
73,3630,1.577947,3.234021,8.909583
74,3577,1.566952,3.019496,8.409386
73,3561,1.552669,3.235643,7.570039
72,3561,1.607689,3.054369,7.587725
70,3557,1.621098,3.030037,7.366884
72,3559,1.597557,3.119285,6.836836
78,3565,1.636475,2.811860,6.543332
77,3564,1.459080,3.172464,5.498485
77,3564,1.435672,2.580968,6.106462
77,3564,1.438030,2.155931,5.097173
78,3629,1.466799,2.357884,6.082788
78,3581,1.361718,2.177881,5.416367
78,3581,1.406012,2.141714,5.515155
75,3578,1.435654,2.401214,5.361084
74,3572,1.364714,2.230159,5.779167
74,3572,1.362411,2.207552,5.337119
75,3576,1.711989,2.661764,4.682405
75,3576,1.325138,2.241286,5.430000
73,3576,1.282047,2.043930,5.115166
76,3635,1.366262,2.218357,5.764594
77,3595,1.313634,2.251560,5.329123
76,3594,1.341924,2.403442,5.572598
74,3593,1.454961,2.607199,5.814454
66,3568,1.403676,2.867045,5.860183
68,3580,1.417961,3.053465,5.972997
65,3548,1.384559,3.594009,6.706484
81,3595,1.542729,3.339837,7.075576
81,3595,1.597921,3.260213,6.664443
80,3638,1.563745,3.456154,7.617974
80,3626,1.835807,3.325464,7.504918
80,3621,1.794368,3.433572,7.417685
80,3621,1.805703,4.116432,7.667264
80,3617,1.828400,3.814493,7.326876
80,3617,1.767638,3.549674,7.295192
80,3613,1.739658,3.785040,6.524768
81,3615,1.734386,3.669977,7.505589
80,3600,1.828617,3.589253,6.999854
81,3620,1.993059,3.816554,7.957194
81,3580,1.897224,3.744565,8.106046
81,3570,2.162297,3.806248,7.884891
81,3568,2.044040,3.983794,8.930638
81,3570,2.028543,4.220039,9.589538
81,3570,2.101787,4.285902,10.329557
81,3565,2.190576,4.756340,9.961560
81,3567,1.982270,4.173329,10.301707
71,3520,2.083373,3.964292,9.871370
74,3597,2.015821,3.995943,10.704098
74,3561,2.159927,4.197076,9.993131
72,3506,2.139604,3.925470,10.168655
73,3511,2.215199,3.879594,9.632837
73,3511,2.274919,4.204849,10.085734
74,3515,2.116306,3.957013,9.643624
75,3524,2.017014,3.853004,9.520890
74,3521,1.953116,3.656789,8.203644
75,3520,1.809697,3.743133,9.102959
75,3520,1.817883,3.483913,9.038549
75,3610,1.884284,3.803442,9.983020
75,3582,1.933598,3.728520,10.309370
74,3551,1.904049,3.405640,10.262430
74,3551,2.034493,3.547641,9.672505
73,3549,2.029540,3.707147,9.972454
73,3549,2.043139,3.709186,9.886656
73,3549,1.967636,3.788355,10.044195
72,3536,1.962030,3.518870,8.729359
72,3536,1.768752,3.614315,9.302179
72,3536,1.848944,3.525038,8.081630
73,3595,1.943546,3.857315,9.778306
73,3590,2.079209,3.632461,9.104517
73,3584,1.798604,4.053669,8.913630
72,3582,1.732152,3.827948,9.378064
72,3582,1.765900,3.495380,8.974912
72,3582,1.718867,3.285074,8.655389
72,3597,1.676434,3.393918,7.621841
73,3600,1.815939,3.173914,6.220821
73,3600,1.478047,2.990626,7.613272
73,3585,1.440304,2.702418,6.617829
72,3673,1.448473,2.932266,7.744236
73,3601,1.516610,2.664858,6.587017
76,3630,1.563346,2.545429,6.548735
76,3630,1.634833,2.485318,6.189685
75,3629,1.507344,2.236743,5.762244
75,3629,1.443343,2.221097,6.163723
75,3624,1.378071,2.235638,4.646218
75,3624,1.733566,2.277995,5.616573
73,3620,1.520281,2.401470,5.709958
74,3769,1.746944,2.944614,8.041365
74,3684,1.723648,2.885343,7.079616
74,3679,1.388973,3.100564,6.619026
72,3674,1.392442,3.027676,6.932673
71,3664,1.348601,2.805707,7.059248
71,3642,1.419321,2.868658,6.797997
70,3632,1.362704,2.960973,6.018257
71,3640,1.541305,3.131885,7.237845
73,3670,1.521289,2.970680,6.929243
74,3779,1.448587,3.364364,8.441938
75,3731,1.373417,3.463948,8.366417
75,3723,2.916852,3.234560,7.793530
70,3676,1.464768,3.557132,8.246289
74,3721,1.549994,3.497397,8.267702
72,3683,1.504976,3.465112,7.863278
73,3682,1.571404,3.345208,7.153748
74,3687,1.531321,3.304830,7.920511
75,3688,1.525558,2.996857,7.721252
76,3715,1.645390,2.886134,7.355040
77,3874,1.866482,3.681912,8.621718
79,3791,1.720610,3.217922,7.981340
79,3781,1.777101,3.079826,8.489566
77,3777,1.954197,3.523613,8.668872
79,3781,1.901219,3.515528,8.391097
79,3781,1.814426,3.576498,8.623775
79,3768,1.884658,3.494105,8.400771
77,3764,1.669793,3.666515,9.190540
76,3751,1.894253,3.523529,9.161578
76,3751,2.124383,3.854045,10.072374
76,3751,1.877305,4.384316,9.986822
77,3838,2.010339,5.314608,11.547856
78,3763,2.006093,4.059072,11.212069
78,3732,1.981877,3.738010,10.720107
76,3729,1.951282,3.681179,9.967849
78,3732,2.027599,4.492934,10.263157
78,3732,2.080343,3.908486,9.896665
75,3719,1.972483,3.800844,9.361974
75,3713,2.376103,3.891492,8.885244
75,3698,1.827982,3.851375,9.663200
75,3698,1.927534,3.591329,9.578418
75,3697,1.984064,3.546179,10.005983
75,3669,1.953211,3.734703,10.284622
75,3645,2.007133,3.518959,10.162090
76,3656,2.038788,3.705770,10.392602
76,3677,2.240698,3.940859,10.284612
77,3665,2.246565,3.890624,10.409620
75,3662,2.146545,4.022428,10.394723
72,3650,2.278342,4.121173,9.639864
72,3650,2.014819,3.815802,10.230191
70,3631,2.104091,3.680730,9.499600
71,3657,1.960837,3.697440,9.808732
71,3704,2.106736,3.642697,9.962597
77,3685,1.888532,3.513042,9.741447
76,3669,2.028227,3.770311,10.009800
77,3681,2.378957,4.129981,10.047482
77,3681,2.201314,3.936184,9.876215
78,3694,2.262195,4.079589,9.783654
79,3691,2.333384,4.132742,9.369654
78,3682,2.038678,4.120151,10.155845
80,3699,2.161647,3.899937,9.764118
81,3658,2.178798,3.978978,10.482280
80,3715,2.268246,4.441415,10.391239
81,3678,2.242569,4.182473,10.557916
82,3686,2.359794,4.356729,10.565577
81,3678,2.421568,4.607302,11.307348
81,3675,2.487341,4.527914,11.574169
81,3685,2.496202,4.565007,11.552619
82,3684,2.632231,4.502250,10.438168
82,3684,2.327308,4.810241,11.291209
81,3678,2.344466,4.589993,10.136184
81,3654,2.645141,4.309181,10.737242
81,3695,2.164778,4.467963,10.942270
83,3663,2.009796,4.210438,10.064435
84,3649,2.131649,4.016787,10.582207
81,3624,2.357548,4.417345,10.265135
81,3639,2.268060,3.972658,10.039773
81,3639,2.179288,3.949427,9.536962
81,3629,2.093944,3.746999,8.309419
81,3617,1.858214,3.719609,8.915806
83,3632,1.972465,3.548741,8.425787
83,3693,2.236250,3.739219,8.761023
82,3707,2.152962,3.512304,9.406475
82,3677,1.980582,3.432195,9.306362
81,3665,2.037594,3.845799,9.022963
81,3665,2.248580,3.900722,9.045738
81,3665,2.101335,3.766735,9.330965
81,3665,1.918172,4.227332,9.148140
81,3673,1.824024,3.703542,8.784329
81,3673,1.838336,4.178535,9.502053
81,3670,1.881955,3.997342,9.178789
81,3670,2.056024,4.265231,9.206594
83,3715,2.111715,4.628191,10.193776
85,3740,2.225729,4.386840,10.817080
86,3705,2.089516,4.585448,11.077507
85,3705,2.307161,4.300923,10.731787
84,3695,2.450771,4.757231,11.619844
87,3707,2.592336,4.603523,12.105145
87,3707,2.810712,4.898950,12.082606
87,3701,2.565155,4.740773,10.901644
83,3693,2.441554,4.760212,11.831593
83,3693,2.640377,4.727078,11.101006
82,3691,2.521989,4.476271,11.232075
86,3693,2.688249,4.439112,10.317863
87,3754,2.881997,4.688174,10.605542
82,3696,2.532058,4.563517,9.904437
83,3685,2.573557,4.347391,9.667951
81,3673,2.287972,4.676004,8.878501
83,3682,2.308784,4.644306,8.689321
81,3671,2.157604,4.215087,8.465613
81,3671,2.105551,4.189852,8.479463
82,3683,2.166638,3.916684,7.677208
81,3672,1.963160,3.993255,8.951735
82,3663,2.018228,3.867333,8.692175
81,3646,2.026853,3.935527,9.195891
80,3668,2.200840,3.992257,8.823036
81,3655,4.257537,3.729949,9.066957
81,3660,2.145352,3.787637,8.828838
81,3660,2.165813,3.921087,9.651441
81,3656,2.337202,3.945396,10.243235
81,3640,2.398937,4.059359,10.523786
82,3641,2.431721,4.647511,9.719914
82,3641,2.170801,4.094781,10.790207
76,3623,2.342250,4.122372,11.174923
80,3633,2.438979,4.077419,10.460991
82,3636,2.381392,4.087630,10.876342
82,3736,2.364154,4.093666,11.476420
81,3675,2.404857,4.294447,10.439834
81,3671,2.532421,4.082220,10.459753
81,3670,2.466356,4.050719,10.974072
81,3670,2.547936,4.089855,10.792945
82,3668,2.576573,4.024478,10.277328
81,3666,2.397308,3.815131,9.928724
81,3659,2.231827,3.741015,8.840260
81,3671,2.019326,3.755926,9.368896
81,3665,2.015176,3.464950,8.998592
82,3671,1.949160,3.498270,9.171070
82,3663,1.946502,3.394157,8.090276
81,3630,1.776934,3.193455,7.850669
82,3611,1.836538,3.302803,8.157224
81,3618,1.830345,3.397837,7.935517
82,3640,1.850492,3.297199,7.941547
74,3607,1.697896,3.109097,7.805648
73,3606,1.727587,3.289149,7.036459
74,3611,1.592112,3.063756,7.856593
81,3643,1.775334,2.829678,7.235889
73,3713,1.611638,3.055180,7.972653
71,3634,1.606837,2.828146,7.431763
73,3623,1.489550,2.832724,7.210629
74,3628,1.680300,3.322380,7.364065
71,3620,1.636084,3.053738,7.629310
73,3623,1.622225,2.972958,6.844039
73,3621,1.681960,2.868118,6.168824
81,3659,1.623946,3.025299,7.217147
81,3651,1.578279,2.905717,6.816439
81,3691,1.729546,3.211265,7.911824
82,3664,1.775327,3.278880,7.725435
81,3662,1.792507,3.276943,7.851723
81,3662,2.110043,3.530613,8.453709
81,3662,1.878869,3.531358,8.511560
81,3662,1.904519,3.350736,8.803199
82,3678,2.399046,4.117023,8.282557
82,3677,1.807361,3.705339,8.940668
79,3656,1.754013,3.617699,9.541769
78,3653,1.817105,3.384690,9.198789
78,3653,1.990438,3.469387,8.326834
79,3703,1.851971,3.608386,9.780416
79,3768,1.934079,3.538328,10.981077
78,3732,1.894320,3.729887,10.025130
79,3719,1.915547,3.404933,9.212833
75,3685,2.099827,4.287300,9.731690
75,3707,1.994570,3.454573,9.919441
74,3700,1.971482,3.534456,9.088024
74,3693,5.552035,3.769800,8.899644
75,3702,2.024695,3.584277,9.203344
80,3719,2.196423,3.394939,9.261216
81,3671,2.104810,3.304993,9.351447
81,3844,2.109894,3.873370,10.796015
81,3788,2.189727,4.056465,10.024109
82,3789,2.110924,4.071432,9.843054
82,3789,2.405096,4.517494,10.592945
82,3799,2.306548,4.399275,9.920074
81,3793,2.353113,4.308437,10.353901
81,3791,2.185824,4.509358,9.512624
84,3801,2.085289,4.501957,11.021592
85,3782,2.208517,4.369331,10.429203
88,3681,2.114929,3.982214,9.689537
89,3793,2.274042,4.168431,10.227310
88,3729,2.149866,4.155952,9.210440
87,3718,2.232150,3.865264,9.382375
88,3722,2.354787,4.380526,9.201266
83,3694,2.098545,3.973496,8.523296
85,3700,2.034596,3.632417,8.318694
82,3695,1.813885,3.557705,7.180771
81,3677,1.820901,3.146200,7.570946
81,3670,1.862743,2.807631,6.998607
81,3770,1.611518,2.987789,8.145308
81,3723,1.653094,2.847747,7.093416
81,3736,1.766838,2.434087,6.728161
81,3735,1.718310,2.438731,6.888879
80,3730,1.638208,2.682683,7.284056
80,3733,1.676940,2.487039,7.243555
79,3733,1.555531,2.499356,6.206018
80,3733,1.538628,2.441518,7.242913
78,3733,1.575081,2.311036,6.825050
81,3896,1.691135,2.638338,7.956700
78,3762,1.590872,2.290561,7.037680
81,3758,1.579548,2.805599,7.121789
81,3752,1.711177,2.643228,7.079497
81,3751,1.686466,2.713670,7.002992
81,3751,1.681014,2.751747,7.010475
81,3754,1.845427,3.234730,6.124610
77,3751,1.451990,2.672382,7.204036
78,3750,1.623035,2.627227,7.137445
81,3946,1.688935,3.182951,8.537665
81,3861,1.803527,3.237641,8.003486
81,3853,1.783961,3.116089,7.858041
81,3814,1.872980,3.417927,7.740686
82,3827,1.886519,3.608743,8.138755
81,3815,1.966817,3.590581,8.073178
81,3815,1.991493,3.905172,8.504363
81,3810,2.099214,3.875442,7.862915
82,3811,1.860987,4.056626,9.042390
82,3811,2.085842,3.787278,8.762581
83,3811,2.042926,3.708445,8.466950
81,3794,2.006990,3.756107,9.401574
81,3798,2.121570,3.726261,9.333402
79,3749,2.208257,3.906932,9.253663
80,3764,2.177187,4.169968,10.378591
80,3765,2.570740,4.623378,10.162787
80,3765,2.556602,4.452051,10.615476
81,3769,2.426348,4.710867,11.149827
81,3768,2.680974,4.535017,9.974091
81,3768,2.129887,4.676503,11.566303
81,3777,2.391859,4.506654,10.884073
82,3656,2.173017,4.218177,10.963949
82,3763,2.240193,4.374702,11.395073
81,3708,2.363448,4.186297,11.197708
81,3708,2.389854,4.233741,10.995882
81,3703,2.594303,4.700112,10.607770
79,3699,2.225620,4.235575,10.479238
78,3681,2.221236,4.359673,10.133034
74,3607,2.203249,4.289859,10.713815
71,3550,2.453988,4.125038,9.480589
71,3550,1.901155,3.960367,10.260606
72,3565,1.966271,3.679350,8.578860
75,3636,1.854405,3.778516,8.990113
74,3693,1.836163,3.498536,8.536646
73,3652,1.769989,3.292105,8.179774
73,3620,1.778730,3.486047,7.584959
73,3625,1.823364,3.526072,7.759755
75,3660,1.801830,3.468144,8.420184
71,3608,1.707300,3.061775,6.791648
70,3598,1.584197,2.845302,6.289065
71,3620,1.490941,3.182476,5.182468
70,3615,1.453262,2.214227,5.592743
68,3599,1.358215,1.842415,5.202476
70,3683,1.317625,1.840197,5.704492
72,3674,1.399967,1.793143,4.913331
65,3503,1.255598,1.802778,5.423612
74,3673,1.392455,1.828852,5.180839
71,3664,1.340744,1.804003,5.110494
66,3607,1.315802,1.792896,5.159659
73,3666,1.347325,1.731285,4.751482
73,3671,1.356595,1.896364,5.346642
73,3666,1.312235,1.768581,5.031183
63,3709,1.164762,2.119263,5.886779
62,3651,1.177560,2.007993,5.308219
62,3651,1.184901,2.095156,5.731555
62,3651,1.296239,2.182470,5.919694
61,3636,1.303968,2.144174,5.549624
59,3615,1.187477,2.020465,5.763336
57,3584,1.152230,1.957520,4.642778
57,3584,4.044012,2.061238,5.552872
55,3567,1.154014,1.830573,5.358082
56,3716,1.242295,2.239540,7.009285
56,3639,1.384252,1.997661,5.648865
56,3638,1.171010,2.034423,5.695844
56,3638,1.197622,2.085995,5.722346
58,3666,1.345731,2.155026,5.696930
56,3645,1.234969,2.171853,5.584117
60,3616,1.105430,2.082869,5.551442
59,3587,1.193474,1.805207,3.515433
55,3413,1.019544,1.813125,4.514336
56,3471,1.091361,2.240681,4.323656
64,3658,1.175585,1.816756,5.058893
67,3662,1.081152,1.808848,4.387749
67,3625,1.209315,1.967765,4.603733
67,3625,1.289419,2.296304,5.200360
67,3625,1.308550,2.748119,6.238332
73,3698,1.605249,3.004677,6.778886
76,3676,1.616043,3.046125,6.044192
72,3637,1.811690,3.263215,7.402981
73,3587,1.649521,3.567365,8.116881
74,3594,2.004116,3.587120,9.179619
75,3746,2.069428,3.882210,9.017649
81,3792,2.257271,4.710183,9.024558
82,3831,2.207816,4.635386,10.746452
88,3879,2.522766,4.920320,10.406582
90,3883,2.409096,5.069845,10.574590
90,3891,2.635240,5.037077,10.938354
87,3848,2.686577,5.120137,10.038164
87,3848,2.289463,4.773053,11.198084
84,3798,2.371640,4.815842,10.846992
86,3810,2.691881,4.267607,10.323850
83,3809,2.343701,4.319012,10.539370
81,3751,2.588398,4.563739,9.899203
81,3735,2.247271,4.128986,9.862882
81,3743,2.367871,4.302142,10.148306
81,3741,2.312697,4.304228,10.274091
83,3751,2.337118,4.107821,10.495866
83,3751,2.449206,4.118166,10.313632
82,3744,2.089861,4.047649,9.131335
81,3714,2.084735,3.854612,10.295029
81,3714,2.185202,3.412378,8.781402
81,3789,1.957528,3.691137,9.645963
82,3791,1.953998,3.563068,9.694532
81,3760,1.969533,3.531648,9.435621
82,3762,1.977225,3.649423,9.154664
82,3762,2.095405,3.848798,10.061144
82,3762,2.101883,3.775031,9.545225
82,3762,2.036652,3.770917,9.398694
81,3761,2.008153,3.666159,9.020002
81,3760,1.933682,4.168731,8.067789
81,3760,1.786771,3.695482,8.721902
79,3763,1.849050,3.545861,8.858977
81,3886,1.897917,4.057961,8.945775
82,3902,2.047762,3.456534,8.641838
81,3864,1.920264,3.389969,8.509464
81,3864,1.989935,3.704307,8.722709
80,3865,2.028945,4.084683,9.092940
83,3889,2.077735,3.924348,9.265783
81,3878,2.140909,3.973806,9.560281
83,3888,2.176468,4.346707,9.852241
80,3865,2.157234,4.269110,9.356710
81,3884,2.140307,4.249198,10.786188
81,3868,2.377830,3.970829,10.395151
83,3794,3.434120,4.124773,10.758807
84,3938,2.597027,4.459870,11.526400
86,3873,2.526666,4.513310,11.232231
86,3847,2.519075,4.679720,10.855372
86,3847,2.759051,4.757923,10.833493
87,3853,2.629117,5.081596,11.286386
85,3851,2.645969,4.987769,11.502349
87,3853,2.765216,4.802515,10.367013
85,3849,2.662746,4.805223,10.556179
84,3845,2.519002,4.544216,9.634473
85,3847,2.242000,4.325518,9.585709
87,3849,2.423806,4.369526,8.786800
88,3771,2.166201,3.894217,8.334979
89,3799,2.142791,3.891338,8.161560
88,3764,2.475907,3.814938,8.034330
83,3720,2.079354,3.651624,8.257277
83,3726,2.181706,3.735971,9.249292
84,3722,2.382518,3.961690,9.041851
85,3731,2.222041,3.776627,8.554563
84,3720,2.141327,3.884383,9.186424
83,3715,2.083677,3.834747,8.109226
85,3735,2.025669,3.911029,9.316009
86,3737,2.256041,3.795913,8.622033
88,3794,2.043187,3.659770,10.253026
87,3780,2.147582,4.289823,9.416231
86,3758,2.434543,3.858400,9.410995
88,3762,2.508769,4.021894,9.823218
87,3743,2.455326,4.292230,10.331638
87,3761,2.614706,4.325756,9.904998
83,3709,2.370526,4.307574,9.835099
88,3772,2.431699,4.377715,9.972092
88,3773,2.511151,4.384838,10.007459
86,3758,2.305522,4.368991,10.655803
86,3751,2.360121,4.455059,10.319597
84,3741,2.556294,4.709777,9.977362
89,3689,2.294421,4.414128,10.276869
90,3837,2.385633,4.983824,11.478966
89,3782,2.405543,4.289754,11.330767
89,3780,2.444476,4.505297,11.466328
89,3779,2.827049,4.781918,11.915673
92,3786,2.844768,5.129676,12.275100
94,3791,2.929114,5.024095,12.441917
97,3794,2.925995,5.142445,12.218447
94,3788,2.873209,5.173871,11.491189
96,3792,2.657646,5.233453,12.006451
95,3776,2.689341,5.116305,10.945626
93,3770,2.573301,5.222159,10.410364
89,3786,2.835968,4.623387,10.626258
89,3755,2.674372,4.845896,10.281903
87,3719,2.394987,4.857141,9.679799
86,3712,2.386841,4.596900,9.498994
84,3697,2.187820,4.487894,8.796016
84,3696,2.091830,4.329739,8.983144
82,3696,2.250616,3.977691,8.423334
81,3704,1.823165,3.845010,7.808969
81,3696,1.915917,3.785455,8.371971
82,3701,1.845757,3.507267,8.239022
81,3724,1.925541,3.557125,8.817905
81,3700,1.944624,3.386445,8.897497
81,3681,1.853602,3.551570,8.334637
81,3676,1.972321,3.659049,9.044029
81,3676,2.078528,3.746043,9.381670
81,3679,2.038035,3.805334,9.084903
81,3676,2.015133,3.693340,8.924221
81,3677,2.059762,3.939005,9.289399
81,3678,2.175854,3.633101,8.058352
81,3683,1.831971,3.639365,8.954725
81,3675,2.106681,3.681174,8.119509
81,3743,2.066514,3.666396,9.301570
81,3742,2.071323,3.699301,9.477172
81,3688,2.507719,3.925288,9.243729
81,3688,2.209683,3.960700,10.330722
81,3705,2.504099,4.776600,11.136274
81,3705,2.592286,4.404274,10.891670
82,3699,2.624388,4.556845,11.450764
81,3693,2.728264,4.358775,11.352463
81,3699,2.964004,4.541293,10.402669
81,3714,2.388605,4.446848,11.162698
81,3700,2.479171,4.006784,11.106527
81,3708,2.522407,4.101279,9.869103
81,3638,4.441584,4.136744,9.778351
82,3729,2.342576,4.234541,10.401535
81,3690,2.587002,4.623161,10.235985
81,3660,2.420969,4.255650,10.425729
81,3658,2.520784,4.424000,11.621713
81,3658,2.682403,4.735512,12.099167
82,3674,2.887749,4.447799,11.582001
81,3661,2.791306,4.446630,11.462606
81,3668,2.506263,4.574421,11.118331
82,3695,2.421488,4.559565,11.197703
81,3677,2.572021,4.155761,10.705933
81,3659,2.630297,4.468714,10.237334
81,3735,2.405276,4.203775,11.126848
81,3687,2.524334,4.459208,10.924029
81,3671,2.706983,4.224207,11.034588
81,3671,2.599065,4.425760,11.723262
81,3676,2.900783,4.754218,11.545778
81,3681,2.812479,4.683010,11.794379
81,3681,2.796148,4.741674,11.456922
81,3681,2.717741,4.741062,11.342077
81,3676,2.478322,4.732595,11.235188
82,3681,2.426761,4.497623,11.222861
81,3674,2.490208,3.941538,10.025246
85,3604,3.976137,3.892768,9.857538
82,3737,2.362073,4.028837,10.636251
86,3678,2.340869,3.904147,10.133247
86,3661,2.276407,4.026602,9.714545
83,3651,2.408482,4.066846,10.419317
90,3693,2.467057,4.351455,10.576526
88,3683,2.487822,4.120741,10.492890
87,3681,2.450279,4.039966,10.286667
88,3683,2.574744,4.248796,10.429385
90,3701,2.353682,4.134473,10.171940
91,3703,2.194600,4.131832,10.539967
91,3648,2.313701,3.844190,9.165391
91,3808,2.262490,3.980579,10.394988
90,3769,2.244972,4.061538,10.164031
91,3758,2.511926,4.300915,9.540097
92,3760,2.283314,4.177256,10.255061
91,3758,2.362182,4.126916,9.579219
91,3758,2.285365,4.293160,9.412323
91,3758,2.235863,4.070310,9.304459
93,3759,2.513129,4.384329,7.998212
92,3758,1.984330,4.680443,8.887813
89,3731,1.867817,3.751308,8.876531
89,3731,2.018876,3.655810,8.784157
90,3812,1.865615,3.798318,10.233270
91,3746,1.952753,3.439465,9.222532
94,3731,1.989496,3.364126,9.189085
94,3731,2.081514,3.622876,8.896360
94,3731,2.211829,3.865934,9.457435
94,3731,2.140364,3.895744,9.376884
94,3731,2.164844,3.711364,8.987413
95,3731,2.212619,3.864170,9.361752
95,3727,2.267618,3.837010,8.609130
94,3727,1.937973,3.812325,9.240574
94,3727,2.050069,3.536465,8.841468
96,3862,2.100996,3.974926,10.683611
96,3771,2.352283,3.632129,9.759848
97,3746,2.146770,3.584327,9.411658
99,3746,2.280561,4.031831,9.971310
97,3746,2.635777,4.672068,10.392702
97,3746,2.588530,4.416972,10.835892
97,3746,2.681777,4.763609,10.836735
97,3746,2.691257,4.503047,10.444758
96,3743,2.635672,4.649170,9.935068
96,3743,2.409436,4.582286,10.606227
94,3730,2.540755,4.739342,10.828678
94,3730,2.649512,4.332497,10.159435
93,3719,2.537962,4.261698,10.390563
92,3761,2.397408,4.522928,10.180761
91,3705,2.378757,4.278296,9.655409
87,3676,2.311586,4.276667,10.021738
93,3707,2.559547,4.454911,10.130512
88,3679,2.582979,4.564252,10.388094
87,3676,2.538644,4.576575,10.139794
87,3676,2.585224,4.808799,10.341134
88,3679,2.446195,4.455604,9.859087
87,3676,2.333953,4.782440,10.422407
86,3666,2.555710,4.416833,10.492060
87,3666,2.477705,4.260737,10.098650
89,3764,2.319126,5.191972,10.592187
88,3708,2.889137,4.400803,11.299428
87,3690,2.537365,4.747516,10.853437
92,3722,2.697303,4.936495,11.408103
93,3722,2.915740,5.115373,11.235109
93,3722,2.562159,4.833382,11.567958
